tppx,wppx,tpp,wpp,baseline
19.45151138305664,9.263487815856934,14.784843444824219,11.781207084655762,5.729825019836426
13.46345043182373,6.124006271362305,11.231307983398438,9.352675437927246,5.61760139465332
10.590846061706543,5.078382968902588,9.102750778198242,7.8503289222717285,4.82187557220459
8.803685188293457,4.596510887145996,7.687614440917969,6.748297691345215,4.190107345581055
7.577294826507568,4.211555004119873,6.6844377517700195,5.932984828948975,3.7131361961364746
6.722187519073486,3.8736064434051514,5.980679988861084,5.344424247741699,3.397594451904297
6.069700717926025,3.6034767627716064,5.434122562408447,4.888760566711426,3.1320993900299072
5.544355869293213,3.3864099979400635,4.988224983215332,4.511033535003662,2.938485622406006
5.111318588256836,3.1931443214416504,4.616980075836182,4.192809581756592,2.78521990776062
4.747535705566406,3.02117919921875,4.302631378173828,3.9208779335021973,2.6540472507476807
