train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
chromium-farsec-train.csv,wicketchromium-farsec-test.csv,naive_bayes,351,2,4,143,29.4,33.33333333333333,28.947368421052634,1.379310344827586,45.3781512605042
chromium-farsec-train.csv,ambarichromium-farsec-test.csv,naive_bayes,407,4,3,86,17.8,57.14285714285714,17.44421906693712,4.444444444444444,67.53785521676
chromium-farsec-train.csv,camelchromium-farsec-test.csv,naive_bayes,343,7,11,139,30.0,38.88888888888889,28.838174273858918,4.794520547945205,50.29325513196481
chromium-farsec-train.csv,derbychromium-farsec-test.csv,naive_bayes,271,28,14,187,40.2,66.66666666666667,40.8296943231441,13.02325581395349,62.6951995373048
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
wicket-farsec-train.csv,chromiumwicket-farsec-test.csv,naive_bayes,19427,39,72,2905,13.26471505591944,35.135135135135144,13.00823929786853,1.324728260869565,50.05395817126889
wicket-farsec-train.csv,ambariwicket-farsec-test.csv,naive_bayes,427,3,4,66,14.000000000000002,42.85714285714286,13.387423935091281,4.347826086956522,57.34109221128022
wicket-farsec-train.csv,camelwicket-farsec-test.csv,naive_bayes,348,5,13,134,29.4,27.77777777777778,27.80082987551867,3.597122302158273,40.11989854738299
wicket-farsec-train.csv,derbywicket-farsec-test.csv,naive_bayes,289,25,17,169,37.2,59.523809523809526,36.89956331877729,12.886597938144332,61.259962692894696
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
ambari-farsec-train.csv,chromiumambari-farsec-test.csv,naive_bayes,15969,57,54,6363,28.592434166555268,51.35135135135135,28.49274583557227,0.8878504672897195,59.7759370188571
ambari-farsec-train.csv,wicketambari-farsec-test.csv,naive_bayes,304,3,3,190,38.6,50.0,38.46153846153846,1.55440414507772,55.172413793103445
ambari-farsec-train.csv,camelambari-farsec-test.csv,naive_bayes,300,8,10,182,38.4,44.44444444444444,37.75933609958506,4.210526315789474,51.85825410544511
ambari-farsec-train.csv,derbyambari-farsec-test.csv,naive_bayes,230,34,8,228,47.199999999999996,80.95238095238095,49.78165938864629,12.977099236641221,61.984781230183884
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
camel-farsec-train.csv,chromiumcamel-farsec-test.csv,naive_bayes,16433,52,59,5899,26.547253041037287,46.84684684684685,26.41500985133441,0.8738027222315576,57.24773199049886
camel-farsec-train.csv,wicketcamel-farsec-test.csv,naive_bayes,326,3,3,168,34.2,50.0,34.0080971659919,1.754385964912281,56.89354275741711
camel-farsec-train.csv,ambaricamel-farsec-test.csv,naive_bayes,363,4,3,130,26.6,57.14285714285714,26.369168356997967,2.985074626865672,64.34744072678929
camel-farsec-train.csv,derbycamel-farsec-test.csv,naive_bayes,300,25,17,158,35.0,59.523809523809526,34.49781659388646,13.661202185792352,62.37006237006238
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
derby-farsec-train.csv,chromiumderby-farsec-test.csv,naive_bayes,20544,26,85,1788,8.345586597157242,23.42342342342342,8.006448146157979,1.4332965821389199,37.339462624466265
derby-farsec-train.csv,wicketderby-farsec-test.csv,naive_bayes,438,0,6,56,12.4,0,11.33603238866397,0,0
derby-farsec-train.csv,ambariderby-farsec-test.csv,naive_bayes,449,4,3,44,9.4,57.14285714285714,8.924949290060852,8.333333333333332,70.22482893450635
derby-farsec-train.csv,camelderby-farsec-test.csv,naive_bayes,388,7,11,94,21.0,38.88888888888889,19.502074688796682,6.9306930693069315,52.442556478084576
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
chromium-farsec-train.csv,wicketchromium-farsec-test.csv,logistic_regression,432,1,5,62,13.4,16.66666666666667,12.550607287449388,1.5873015873015868,27.99740764744006
chromium-farsec-train.csv,ambarichromium-farsec-test.csv,logistic_regression,428,4,3,65,13.600000000000001,57.14285714285714,13.184584178498989,5.797101449275361,68.92109500805152
chromium-farsec-train.csv,camelchromium-farsec-test.csv,logistic_regression,417,7,11,65,15.2,38.88888888888889,13.485477178423242,9.722222222222223,53.658088235294116
chromium-farsec-train.csv,derbychromium-farsec-test.csv,logistic_regression,368,19,23,90,22.6,45.23809523809524,19.65065502183406,17.431192660550458,57.88558655517841
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
wicket-farsec-train.csv,chromiumwicket-farsec-test.csv,logistic_regression,18959,27,84,3373,15.40346655972909,24.32432432432432,15.10388679921189,0.7941176470588235,37.814179070574006
wicket-farsec-train.csv,ambariwicket-farsec-test.csv,logistic_regression,435,4,3,58,12.2,57.14285714285714,11.76470588235294,6.451612903225806,69.36416184971098
wicket-farsec-train.csv,camelwicket-farsec-test.csv,logistic_regression,386,5,13,96,21.8,27.77777777777778,19.91701244813278,4.9504950495049505,41.248129942295364
wicket-farsec-train.csv,derbywicket-farsec-test.csv,logistic_regression,390,9,33,68,20.200000000000003,21.42857142857143,14.8471615720524,11.688311688311689,34.24056189640035
train,test,learner,tn,tp,fn,fp,err,pd,pf,prec,g-measure
ambari-farsec-train.csv,chromiumambari-farsec-test.csv,logistic_regression,18945,54,57,3387,15.345542039834251,48.64864864864865,15.166577109081139,1.5693112467306018,61.83648989383839
ambari-farsec-train.csv,wicketambari-farsec-test.csv,logistic_regression,394,2,4,100,20.8,33.33333333333333,20.24291497975709,1.9607843137254901,47.016706443914074
ambari-farsec-train.csv,camelambari-farsec-test.csv,logistic_regression,420,3,15,62,15.4,16.66666666666667,12.86307053941909,4.615384615384615,27.981345769487017
