tppx,wppx,tpp,wpp,baseline
0.0,0.0,3.3404741287231445,0.0,0.0
0.009999999776482582,0.47498464584350586,2.803595542907715,0.383319228887558,0.5241737961769104
0.32142192125320435,0.701671838760376,2.6766698360443115,0.5247482061386108,0.6186512112617493
0.6713419556617737,0.8131042122840881,2.4377779960632324,0.5369863510131836,0.6074135899543762
0.8700534105300903,0.8285987973213196,2.217395544052124,0.518646776676178,0.574988603591919
0.9676960110664368,0.8118247389793396,2.029818296432495,0.4928685426712036,0.5398200750350952
1.0053540468215942,0.7912322878837585,1.8750488758087158,0.5019773840904236,0.546875
1.0130378007888794,0.7948524355888367,1.7740206718444824,0.5206925272941589,0.5626410245895386
1.0274239778518677,0.8267539143562317,1.7140413522720337,0.5905502438545227,0.6299768090248108
1.0509809255599976,0.8703778982162476,1.6689366102218628,0.6577945947647095,0.6932784914970398
