tppx,wppx,tpp,wpp,baseline
2.781151533126831,7.27959680557251,2.6209003925323486,2.4099700450897217,0.205984428524971
2.2436466217041016,4.7258195877075195,1.998014211654663,1.747900128364563,0.24049705266952515
1.9111396074295044,3.651836633682251,1.6156896352767944,1.399794578552246,0.2697209119796753
1.673000454902649,3.0390195846557617,1.3821847438812256,1.2122962474822998,0.3136763572692871
1.5017509460449219,2.629122018814087,1.2286527156829834,1.092991828918457,0.35075488686561584
1.372819423675537,2.3350446224212646,1.1190649271011353,1.0094197988510132,0.3818328082561493
1.2707939147949219,2.107823610305786,1.0387556552886963,0.94708651304245,0.40509170293807983
1.1889019012451172,1.9255967140197754,0.9783264398574829,0.900028645992279,0.4236568510532379
1.1184666156768799,1.776024580001831,0.9312988519668579,0.8614305853843689,0.4380647540092468
1.0579107999801636,1.6508750915527344,0.890087902545929,0.8270646333694458,0.44598978757858276
